product_id,category_en,category_zh,name_en,name_zh,price,impressions,clicks,inquiries,orders
P0290,Home,家居,Ceramic Mug Set Model 290,陶瓷杯套装 型号290,39.18,14244,183,13,1
P0291,Beauty,美妆,Hair Dryer Model 291,电吹风 型号291,36.25,4541,36,1,0
P0292,Toys,玩具,Plush Bear Model 292,毛绒熊 型号292,11.78,14256,316,48,4
P0293,Sports,运动,Resistance Bands Model 293,弹力带 型号293,23.46,1395,27,1,0
P0294,Electronics,电子产品,USB-C Hub Model 294,USB-C 扩展坞 型号294,7.53,7451,133,7,0
P0295,Apparel,服装,Yoga Pants Model 295,瑜伽裤 型号295,14.37,12413,276,33,2
P0296,Home,家居,Storage Basket Model 296,收纳篮 型号296,39.68,5410,85,11,0
P0297,Beauty,美妆,Hair Dryer Model 297,电吹风 型号297,18.3,71048,1636,218,20
P0298,Toys,玩具,RC Car Model 298,遥控车 型号298,27.37,45633,824,81,11
P0299,Sports,运动,Football Model 299,足球 型号299,46.25,2683,97,8,0
P0300,Electronics,电子产品,USB-C Hub Model 300,USB-C 扩展坞 型号300,25.46,14242,212,38,4
P0301,Apparel,服装,Cotton T-Shirt Model 301,纯棉T恤 型号301,115.9,27480,1027,55,15
P0302,Home,家居,Storage Basket Model 302,收纳篮 型号302,36.35,105229,3743,37,3
P0303,Beauty,美妆,Hair Dryer Model 303,电吹风 型号303,39.99,1575,25,4,0
P0304,Toys,玩具,RC Car Model 304,遥控车 型号304,30.34,14610,233,7,1
P0305,Sports,运动,Football Model 305,足球 型号305,20.39,24214,385,90,24
P0306,Electronics,电子产品,Wireless Earbuds Model 306,无线耳机 型号306,36.91,3314,43,7,0
P0307,Apparel,服装,Denim Jacket Model 307,牛仔外套 型号307,41.49,6455,118,9,2
P0308,Home,家居,Bath Towel Model 308,浴巾 型号308,21.13,49365,1059,102,20
P0309,Beauty,美妆,Face Mask Pack Model 309,面膜组合 型号309,21.69,20021,315,12,2
P0310,Toys,玩具,Building Blocks Model 310,积木 型号310,51.5,10376,168,22,3
P0311,Sports,运动,Dumbbell Set Model 311,哑铃套装 型号311,93.81,27373,271,27,4
P0312,Electronics,电子产品,Smart Watch Model 312,智能手表 型号312,32.19,16091,382,6,0
P0313,Apparel,服装,Denim Jacket Model 313,牛仔外套 型号313,28.86,6004,82,4,0
P0314,Home,家居,Storage Basket Model 314,收纳篮 型号314,74.95,35180,2121,50,1
P0315,Beauty,美妆,Hair Dryer Model 315,电吹风 型号315,41.1,6213,83,4,0
P0316,Toys,玩具,Puzzle 1000pc Model 316,1000片拼图 型号316,31.9,7132,82,9,0
P0317,Sports,运动,Dumbbell Set Model 317,哑铃套装 型号317,63.59,6954,117,9,1
P0318,Electronics,电子产品,Wireless Earbuds Model 318,无线耳机 型号318,14.62,10157,87,13,2
P0319,Apparel,服装,Wool Sweater Model 319,羊毛毛衣 型号319,40.39,18919,303,72,10
P0320,Home,家居,Storage Basket Model 320,收纳篮 型号320,24.72,4444,33,2,0
P0321,Beauty,美妆,Hair Dryer Model 321,电吹风 型号321,39.99,6721,125,6,0
P0322,Toys,玩具,Plush Bear Model 322,毛绒熊 型号322,72.25,27401,472,4,0
P0323,Sports,运动,Resistance Bands Model 323,弹力带 型号323,23.56,5477,68,3,0
P0324,Electronics,电子产品,Power Bank Model 324,充电宝 型号324,21.81,14481,176,6,0
P0325,Apparel,服装,Running Shorts Model 325,跑步短裤 型号325,50.86,12078,434,41,1
P0326,Home,家居,Ceramic Mug Set Model 326,陶瓷杯套装 型号326,17.17,8200,319,23,0
P0327,Beauty,美妆,Face Mask Pack Model 327,面膜组合 型号327,6.47,32859,411,85,18
P0328,Toys,玩具,Building Blocks Model 328,积木 型号328,20.92,3744,82,1,0
P0329,Sports,运动,Football Model 329,足球 型号329,35.05,33777,884,49,13
P0330,Electronics,电子产品,Wireless Earbuds Model 330,无线耳机 型号330,5.43,19440,138,5,1
P0331,Apparel,服装,Denim Jacket Model 331,牛仔外套 型号331,18.18,27507,236,22,3
P0332,Home,家居,Storage Basket Model 332,收纳篮 型号332,53.86,967,11,0,0
P0333,Beauty,美妆,Hair Dryer Model 333,电吹风 型号333,17.48,6425,112,11,2
P0334,Toys,玩具,RC Car Model 334,遥控车 型号334,48.59,16831,340,7,0
P0335,Sports,运动,Resistance Bands Model 335,弹力带 型号335,21.97,9714,160,3,0
P0336,Electronics,电子产品,Power Bank Model 336,充电宝 型号336,12.82,24127,299,7,0
P0337,Apparel,服装,Cotton T-Shirt Model 337,纯棉T恤 型号337,9.28,27285,271,71,18
P0338,Home,家居,LED Desk Lamp Model 338,LED 台灯 型号338,16.57,3976,37,3,0
P0339,Beauty,美妆,Face Mask Pack Model 339,面膜组合 型号339,65.93,6275,116,4,0
P0340,Toys,玩具,RC Car Model 340,遥控车 型号340,6.83,3401,149,6,0
P0341,Sports,运动,Dumbbell Set Model 341,哑铃套装 型号341,6.85,4685,50,0,0
P0342,Electronics,电子产品,Smart Watch Model 342,智能手表 型号342,29.29,19834,419,24,7
P0343,Apparel,服装,Wool Sweater Model 343,羊毛毛衣 型号343,13.4,4645,121,12,2
P0344,Home,家居,Storage Basket Model 344,收纳篮 型号344,19.23,5780,147,20,2
P0345,Beauty,美妆,Face Mask Pack Model 345,面膜组合 型号345,23.27,8886,162,30,8
P0346,Toys,玩具,RC Car Model 346,遥控车 型号346,11.07,4701,62,2,0
P0347,Sports,运动,Football Model 347,足球 型号347,20.02,28122,745,86,7
P0348,Electronics,电子产品,Smart Watch Model 348,智能手表 型号348,11.86,17737,190,11,2
P0349,Apparel,服装,Wool Sweater Model 349,羊毛毛衣 型号349,30.04,32702,674,192,24
P0350,Home,家居,Storage Basket Model 350,收纳篮 型号350,42.5,74819,1466,94,10
P0351,Beauty,美妆,Vitamin C Serum Model 351,维C精华液 型号351,7.14,5500,61,3,0
P0352,Toys,玩具,RC Car Model 352,遥控车 型号352,27.92,120432,2148,104,16
P0353,Sports,运动,Cycling Helmet Model 353,骑行头盔 型号353,21.49,7584,124,11,0
P0354,Electronics,电子产品,Bluetooth Speaker Model 354,蓝牙音箱 型号354,49.04,27267,658,42,2
P0355,Apparel,服装,Running Shorts Model 355,跑步短裤 型号355,23.11,12161,72,5,0
P0356,Home,家居,Storage Basket Model 356,收纳篮 型号356,16.31,40444,1119,82,6
P0357,Beauty,美妆,Face Mask Pack Model 357,面膜组合 型号357,151.6,14208,174,8,1
P0358,Toys,玩具,Building Blocks Model 358,积木 型号358,13.16,85000,1283,139,15
P0359,Sports,运动,Football Model 359,足球 型号359,38.0,5951,79,15,1
P0360,Electronics,电子产品,Bluetooth Speaker Model 360,蓝牙音箱 型号360,22.86,36682,567,33,6
P0361,Apparel,服装,Cotton T-Shirt Model 361,纯棉T恤 型号361,74.17,16344,177,9,1
P0362,Home,家居,Ceramic Mug Set Model 362,陶瓷杯套装 型号362,22.35,2360,34,7,0
P0363,Beauty,美妆,Face Mask Pack Model 363,面膜组合 型号363,35.33,3527,32,4,0
P0364,Toys,玩具,RC Car Model 364,遥控车 型号364,39.87,14380,178,5,0
P0365,Sports,运动,Football Model 365,足球 型号365,7.9,140902,2499,300,88
P0366,Electronics,电子产品,Wireless Earbuds Model 366,无线耳机 型号366,68.17,5749,119,1,0
P0367,Apparel,服装,Cotton T-Shirt Model 367,纯棉T恤 型号367,19.97,13478,378,63,11
P0368,Home,家居,Ceramic Mug Set Model 368,陶瓷杯套装 型号368,35.94,74541,1105,131,8
P0369,Beauty,美妆,Nail Polish Kit Model 369,指甲油套装 型号369,14.37,33021,1062,108,18
P0370,Toys,玩具,RC Car Model 370,遥控车 型号370,25.15,5718,60,2,0
P0371,Sports,运动,Football Model 371,足球 型号371,17.34,21641,155,10,2
P0372,Electronics,电子产品,USB-C Hub Model 372,USB-C 扩展坞 型号372,11.93,31817,409,22,3
P0373,Apparel,服装,Wool Sweater Model 373,羊毛毛衣 型号373,107.26,19805,293,44,9
P0374,Home,家居,Ceramic Mug Set Model 374,陶瓷杯套装 型号374,95.0,6541,83,7,0
P0375,Beauty,美妆,Vitamin C Serum Model 375,维C精华液 型号375,19.9,6908,287,17,1
P0376,Toys,玩具,RC Car Model 376,遥控车 型号376,32.1,1238,26,2,0
P0377,Sports,运动,Dumbbell Set Model 377,哑铃套装 型号377,11.49,274795,3458,311,24
P0378,Electronics,电子产品,Wireless Earbuds Model 378,无线耳机 型号378,106.65,4056,156,29,2
P0379,Apparel,服装,Denim Jacket Model 379,牛仔外套 型号379,60.19,12318,173,11,1
P0380,Home,家居,Storage Basket Model 380,收纳篮 型号380,7.6,4782,59,9,1
P0381,Beauty,美妆,Vitamin C Serum Model 381,维C精华液 型号381,4.27,35197,792,51,2
P0382,Toys,玩具,RC Car Model 382,遥控车 型号382,7.31,11703,166,4,0
P0383,Sports,运动,Football Model 383,足球 型号383,40.0,2620,104,12,0
P0384,Electronics,电子产品,Power Bank Model 384,充电宝 型号384,8.91,12727,181,9,0
P0385,Apparel,服装,Wool Sweater Model 385,羊毛毛衣 型号385,76.91,11670,305,17,1
P0386,Home,家居,LED Desk Lamp Model 386,LED 台灯 型号386,7.87,6662,72,13,0
P0387,Beauty,美妆,Hair Dryer Model 387,电吹风 型号387,33.19,90034,2476,214,33
P0388,Toys,玩具,RC Car Model 388,遥控车 型号388,10.36,20419,371,82,2
P0389,Sports,运动,Dumbbell Set Model 389,哑铃套装 型号389,14.92,10221,137,13,0
P0390,Electronics,电子产品,USB-C Hub Model 390,USB-C 扩展坞 型号390,170.94,5901,123,4,0
P0391,Apparel,服装,Cotton T-Shirt Model 391,纯棉T恤 型号391,33.5,16575,292,33,9
P0392,Home,家居,LED Desk Lamp Model 392,LED 台灯 型号392,11.91,6404,70,8,1
P0393,Beauty,美妆,Nail Polish Kit Model 393,指甲油套装 型号393,8.62,29641,375,95,17
P0394,Toys,玩具,RC Car Model 394,遥控车 型号394,26.39,34704,936,107,19
P0395,Sports,运动,Resistance Bands Model 395,弹力带 型号395,26.05,37769,375,31,4
P0396,Electronics,电子产品,Wireless Earbuds Model 396,无线耳机 型号396,32.89,5353,111,2,0
P0397,Apparel,服装,Cotton T-Shirt Model 397,纯棉T恤 型号397,2.84,46296,892,46,4
P0398,Home,家居,LED Desk Lamp Model 398,LED 台灯 型号398,46.21,3800,94,4,0
P0399,Beauty,美妆,Hair Dryer Model 399,电吹风 型号399,35.05,12057,493,42,2
P0400,Toys,玩具,RC Car Model 400,遥控车 型号400,46.57,15502,531,32,0
P0401,Sports,运动,Dumbbell Set Model 401,哑铃套装 型号401,84.5,16984,264,39,7
P0402,Electronics,电子产品,Smart Watch Model 402,智能手表 型号402,38.32,11900,235,10,1
P0403,Apparel,服装,Cotton T-Shirt Model 403,纯棉T恤 型号403,15.79,70185,309,10,0
P0404,Home,家居,Ceramic Mug Set Model 404,陶瓷杯套装 型号404,15.93,29351,372,19,1
P0405,Beauty,美妆,Face Mask Pack Model 405,面膜组合 型号405,10.64,8334,110,18,2
P0406,Toys,玩具,Puzzle 1000pc Model 406,1000片拼图 型号406,20.31,5194,153,16,1
P0407,Sports,运动,Dumbbell Set Model 407,哑铃套装 型号407,6.7,9333,223,9,2
P0408,Electronics,电子产品,Smart Watch Model 408,智能手表 型号408,17.17,23346,453,43,1
P0409,Apparel,服装,Cotton T-Shirt Model 409,纯棉T恤 型号409,14.9,7176,93,6,0
P0410,Home,家居,Memory Foam Pillow Model 410,记忆棉枕头 型号410,22.27,19168,493,39,3
P0411,Beauty,美妆,Face Mask Pack Model 411,面膜组合 型号411,38.87,20377,308,12,3
P0412,Toys,玩具,Building Blocks Model 412,积木 型号412,18.42,17807,346,3,0
P0413,Sports,运动,Dumbbell Set Model 413,哑铃套装 型号413,31.81,9637,160,18,1
P0414,Electronics,电子产品,Power Bank Model 414,充电宝 型号414,19.76,11944,204,15,1
P0415,Apparel,服装,Wool Sweater Model 415,羊毛毛衣 型号415,29.97,22142,195,42,2
P0416,Home,家居,Ceramic Mug Set Model 416,陶瓷杯套装 型号416,88.68,44608,965,51,4
P0417,Beauty,美妆,Vitamin C Serum Model 417,维C精华液 型号417,41.39,10540,271,11,1
P0418,Toys,玩具,Educational Robot Model 418,益智机器人 型号418,7.06,3572,64,19,2
P0419,Sports,运动,Football Model 419,足球 型号419,32.47,31137,448,25,3
P0420,Electronics,电子产品,Power Bank Model 420,充电宝 型号420,15.12,7567,131,11,0
P0421,Apparel,服装,Running Shorts Model 421,跑步短裤 型号421,39.04,3367,47,2,0
P0422,Home,家居,Ceramic Mug Set Model 422,陶瓷杯套装 型号422,8.56,1905,19,1,0
P0423,Beauty,美妆,Matte Lipstick Model 423,哑光口红 型号423,11.0,2875,29,2,0
P0424,Toys,玩具,Puzzle 1000pc Model 424,1000片拼图 型号424,5.99,10565,348,8,0
P0425,Sports,运动,Football Model 425,足球 型号425,12.23,14566,167,10,1
P0426,Electronics,电子产品,USB-C Hub Model 426,USB-C 扩展坞 型号426,51.91,23822,556,17,1
P0427,Apparel,服装,Cotton T-Shirt Model 427,纯棉T恤 型号427,87.72,11250,365,57,3
P0428,Home,家居,Bath Towel Model 428,浴巾 型号428,17.18,1665,31,1,0
P0429,Beauty,美妆,Hair Dryer Model 429,电吹风 型号429,13.19,22036,474,15,1
P0430,Toys,玩具,Building Blocks Model 430,积木 型号430,28.49,3586,31,4,1
P0431,Sports,运动,Dumbbell Set Model 431,哑铃套装 型号431,37.68,9083,117,10,1
P0432,Electronics,电子产品,Smart Watch Model 432,智能手表 型号432,111.22,53372,1146,76,6
P0433,Apparel,服装,Running Shorts Model 433,跑步短裤 型号433,26.16,1595,38,1,0
P0434,Home,家居,Storage Basket Model 434,收纳篮 型号434,18.8,18762,308,14,0
P0435,Beauty,美妆,Nail Polish Kit Model 435,指甲油套装 型号435,13.87,24018,476,10,1
P0436,Toys,玩具,RC Car Model 436,遥控车 型号436,23.27,7601,97,11,1
P0437,Sports,运动,Cycling Helmet Model 437,骑行头盔 型号437,14.05,20506,415,7,1
P0438,Electronics,电子产品,Smart Watch Model 438,智能手表 型号438,24.52,18988,277,14,1
P0439,Apparel,服装,Yoga Pants Model 439,瑜伽裤 型号439,17.44,968,16,1,0
P0440,Home,家居,Ceramic Mug Set Model 440,陶瓷杯套装 型号440,43.4,6178,48,1,0
P0441,Beauty,美妆,Hair Dryer Model 441,电吹风 型号441,10.94,4678,84,13,0
P0442,Toys,玩具,RC Car Model 442,遥控车 型号442,26.01,13827,147,21,2
P0443,Sports,运动,Cycling Helmet Model 443,骑行头盔 型号443,65.1,8281,145,27,3
P0444,Electronics,电子产品,Smart Watch Model 444,智能手表 型号444,14.72,14760,237,39,1
P0445,Apparel,服装,Running Shorts Model 445,跑步短裤 型号445,8.4,13344,309,13,0
P0446,Home,家居,Bath Towel Model 446,浴巾 型号446,25.26,5904,165,9,0
P0447,Beauty,美妆,Vitamin C Serum Model 447,维C精华液 型号447,39.19,29831,485,22,2
P0448,Toys,玩具,Puzzle 1000pc Model 448,1000片拼图 型号448,73.59,17386,325,12,0
P0449,Sports,运动,Football Model 449,足球 型号449,15.41,21351,350,3,0
P0450,Electronics,电子产品,Bluetooth Speaker Model 450,蓝牙音箱 型号450,90.18,12291,226,50,14
P0451,Apparel,服装,Yoga Pants Model 451,瑜伽裤 型号451,7.51,67257,1322,85,16
P0452,Home,家居,Bath Towel Model 452,浴巾 型号452,11.41,104795,1716,514,39
P0453,Beauty,美妆,Hair Dryer Model 453,电吹风 型号453,33.39,4549,91,10,0
P0454,Toys,玩具,Building Blocks Model 454,积木 型号454,75.95,34097,636,20,2
P0455,Sports,运动,Resistance Bands Model 455,弹力带 型号455,20.33,3072,33,1,0
P0456,Electronics,电子产品,Power Bank Model 456,充电宝 型号456,63.89,32344,786,91,20
P0457,Apparel,服装,Cotton T-Shirt Model 457,纯棉T恤 型号457,32.91,9781,271,3,0
P0458,Home,家居,Ceramic Mug Set Model 458,陶瓷杯套装 型号458,48.38,6642,177,24,2
P0459,Beauty,美妆,Nail Polish Kit Model 459,指甲油套装 型号459,22.7,55621,2353,598,24
P0460,Toys,玩具,Building Blocks Model 460,积木 型号460,36.51,22733,250,31,1
P0461,Sports,运动,Yoga Mat Model 461,瑜伽垫 型号461,39.34,6897,49,5,0
P0462,Electronics,电子产品,USB-C Hub Model 462,USB-C 扩展坞 型号462,33.23,5193,63,8,1
P0463,Apparel,服装,Denim Jacket Model 463,牛仔外套 型号463,13.57,12809,314,41,6
P0464,Home,家居,Memory Foam Pillow Model 464,记忆棉枕头 型号464,72.3,27257,300,11,1
P0465,Beauty,美妆,Hair Dryer Model 465,电吹风 型号465,30.05,26760,224,11,3
P0466,Toys,玩具,Building Blocks Model 466,积木 型号466,33.76,18101,757,108,15
P0467,Sports,运动,Yoga Mat Model 467,瑜伽垫 型号467,27.03,1775,30,1,0
P0468,Electronics,电子产品,Power Bank Model 468,充电宝 型号468,20.91,13295,369,25,7
P0469,Apparel,服装,Yoga Pants Model 469,瑜伽裤 型号469,15.8,82016,1480,317,19
P0470,Home,家居,Memory Foam Pillow Model 470,记忆棉枕头 型号470,74.48,9733,154,27,3
P0471,Beauty,美妆,Nail Polish Kit Model 471,指甲油套装 型号471,19.86,5267,82,23,3
P0472,Toys,玩具,Building Blocks Model 472,积木 型号472,62.84,2291,74,6,1
P0473,Sports,运动,Football Model 473,足球 型号473,10.3,22147,587,89,1
P0474,Electronics,电子产品,USB-C Hub Model 474,USB-C 扩展坞 型号474,52.16,4025,66,6,0
P0475,Apparel,服装,Cotton T-Shirt Model 475,纯棉T恤 型号475,31.57,4507,135,6,0
P0476,Home,家居,Bath Towel Model 476,浴巾 型号476,23.51,42690,539,7,0
P0477,Beauty,美妆,Matte Lipstick Model 477,哑光口红 型号477,13.73,23624,168,25,2
P0478,Toys,玩具,Building Blocks Model 478,积木 型号478,46.78,58501,1268,212,26
P0479,Sports,运动,Resistance Bands Model 479,弹力带 型号479,40.79,32425,356,46,6
P0480,Electronics,电子产品,Power Bank Model 480,充电宝 型号480,13.77,10357,57,3,0
P0481,Apparel,服装,Running Shorts Model 481,跑步短裤 型号481,16.54,1443,15,0,0
P0482,Home,家居,LED Desk Lamp Model 482,LED 台灯 型号482,7.15,7187,105,4,0
P0483,Beauty,美妆,Matte Lipstick Model 483,哑光口红 型号483,48.38,11380,101,12,0
P0484,Toys,玩具,Plush Bear Model 484,毛绒熊 型号484,9.74,5462,32,3,0
P0485,Sports,运动,Cycling Helmet Model 485,骑行头盔 型号485,96.68,35858,764,29,2
P0486,Electronics,电子产品,Wireless Earbuds Model 486,无线耳机 型号486,15.44,3486,141,3,0
P0487,Apparel,服装,Cotton T-Shirt Model 487,纯棉T恤 型号487,18.64,2796,68,10,0
P0488,Home,家居,Memory Foam Pillow Model 488,记忆棉枕头 型号488,10.55,7692,149,8,0
P0489,Beauty,美妆,Nail Polish Kit Model 489,指甲油套装 型号489,35.48,18403,301,15,3
P0490,Toys,玩具,Plush Bear Model 490,毛绒熊 型号490,20.64,14785,298,40,11
P0491,Sports,运动,Cycling Helmet Model 491,骑行头盔 型号491,22.6,13788,314,84,6
P0492,Electronics,电子产品,Smart Watch Model 492,智能手表 型号492,5.92,26213,1231,27,2
P0493,Apparel,服装,Yoga Pants Model 493,瑜伽裤 型号493,32.82,23976,351,3,0
P0494,Home,家居,Storage Basket Model 494,收纳篮 型号494,45.68,24369,333,27,3
P0495,Beauty,美妆,Nail Polish Kit Model 495,指甲油套装 型号495,30.84,36389,624,76,6
P0496,Toys,玩具,Puzzle 1000pc Model 496,1000片拼图 型号496,16.34,2576,56,6,0
P0497,Sports,运动,Yoga Mat Model 497,瑜伽垫 型号497,83.6,52631,1279,56,9
P0498,Electronics,电子产品,Power Bank Model 498,充电宝 型号498,15.04,2106,32,5,0
P0499,Apparel,服装,Running Shorts Model 499,跑步短裤 型号499,12.97,31798,119,18,1
