date,product_id,impressions,clicks,inquiries,orders
2026-04-05,P0076,551,6,1,0
2026-04-06,P0076,482,5,0,0
2026-04-07,P0076,587,3,0,0
2026-04-08,P0076,726,10,1,0
2026-04-09,P0076,524,5,0,0
2026-04-10,P0076,528,6,1,0
2026-04-11,P0076,468,4,0,0
2026-04-12,P0076,691,9,1,0
2026-04-13,P0076,432,6,1,0
2026-04-14,P0076,732,9,1,0
2026-04-15,P0076,576,6,1,0
2026-04-16,P0076,652,8,1,0
2026-04-17,P0076,562,3,0,0
2026-04-18,P0076,634,7,1,0
2026-04-19,P0076,476,5,1,0
2026-04-20,P0076,590,4,1,0
2026-04-21,P0076,767,8,2,0
2026-04-22,P0076,585,5,1,0
2026-04-23,P0076,518,5,0,0
2026-04-24,P0076,580,8,1,0
2026-04-25,P0076,471,4,0,0
2026-04-26,P0076,607,8,1,0
2026-04-27,P0076,582,9,1,0
2026-04-28,P0076,481,7,1,0
2026-03-30,P0461,271,2,0,0
2026-03-31,P0461,219,1,0,0
2026-04-01,P0461,219,1,0,0
2026-04-02,P0461,214,1,0,0
2026-04-03,P0461,207,1,0,0
2026-04-04,P0461,186,1,0,0
2026-04-05,P0461,223,1,0,0
2026-04-06,P0461,200,1,0,0
2026-04-07,P0461,186,1,0,0
2026-04-08,P0461,233,1,0,0
2026-04-09,P0461,272,1,0,0
2026-04-10,P0461,235,1,0,0
2026-04-11,P0461,259,2,0,0
2026-04-12,P0461,197,1,0,0
2026-04-13,P0461,213,1,0,0
2026-04-14,P0461,269,1,0,0
2026-04-15,P0461,219,1,0,0
2026-04-16,P0461,300,1,0,0
2026-04-17,P0461,175,1,0,0
2026-04-18,P0461,228,1,0,0
2026-04-19,P0461,212,1,0,0
2026-04-20,P0461,212,1,0,0
2026-04-21,P0461,234,1,0,0
2026-04-22,P0461,261,1,0,0
2026-04-23,P0461,274,1,0,0
2026-04-24,P0461,194,1,0,0
2026-04-25,P0461,226,1,0,0
2026-04-26,P0461,184,1,0,0
2026-04-27,P0461,284,2,0,0
2026-04-28,P0461,206,1,0,0
2026-03-30,P0497,1841,46,2,0
2026-03-31,P0497,1817,49,2,0
2026-04-01,P0497,1562,40,2,0
2026-04-02,P0497,1767,37,1,0
2026-04-03,P0497,2087,61,3,0
2026-04-04,P0497,1704,66,2,0
2026-04-05,P0497,1649,43,2,0
2026-04-06,P0497,2221,56,2,0
2026-04-07,P0497,1864,44,1,0
2026-04-08,P0497,2456,56,1,0
2026-04-09,P0497,1740,46,2,0
2026-04-10,P0497,1584,41,1,0
2026-04-11,P0497,1512,28,1,0
2026-04-12,P0497,2010,49,2,0
2026-04-13,P0497,1981,49,2,0
2026-04-14,P0497,1494,25,0,0
2026-04-15,P0497,1935,34,1,0
2026-04-16,P0497,1659,29,0,0
2026-04-17,P0497,1776,32,1,0
2026-04-18,P0497,1411,32,1,0
2026-04-19,P0497,1603,48,1,0
2026-04-20,P0497,1866,42,2,0
2026-04-21,P0497,2022,43,1,0
2026-04-22,P0497,1939,37,2,0
2026-04-23,P0497,1407,42,2,0
2026-04-24,P0497,2129,52,1,0
2026-04-25,P0497,1821,39,1,0
2026-04-26,P0497,1915,33,1,0
2026-04-27,P0497,1471,41,1,0
2026-04-28,P0497,2042,56,3,0
2026-03-30,P0211,510,18,0,0
2026-03-31,P0211,468,22,0,0
2026-04-01,P0211,494,22,0,0
2026-04-02,P0211,344,18,0,0
2026-04-03,P0211,394,23,0,0
2026-04-04,P0211,444,15,0,0
2026-04-05,P0211,404,19,0,0
2026-04-06,P0211,416,15,0,0
2026-04-07,P0211,425,17,0,0
2026-04-08,P0211,499,12,0,0
2026-04-09,P0211,551,28,0,0
2026-04-10,P0211,388,20,0,0
2026-04-11,P0211,410,14,0,0
2026-04-12,P0211,404,20,0,0
2026-04-13,P0211,465,20,0,0
2026-04-14,P0211,473,29,0,0
2026-04-15,P0211,639,31,0,0
2026-04-16,P0211,370,15,0,0
2026-04-17,P0211,425,19,0,0
2026-04-18,P0211,426,16,0,0
2026-04-19,P0211,331,13,0,0
2026-04-20,P0211,496,23,0,0
2026-04-21,P0211,392,16,0,0
2026-04-22,P0211,313,12,0,0
2026-04-23,P0211,420,20,0,0
2026-04-24,P0211,414,21,0,0
2026-04-25,P0211,340,14,0,0
2026-04-26,P0211,472,17,0,0
2026-04-27,P0211,491,18,0,0
2026-04-28,P0211,396,15,0,0
2026-03-30,P0101,49,0,0,0
2026-03-31,P0101,53,0,0,0
2026-04-01,P0101,52,0,0,0
2026-04-02,P0101,38,0,0,0
2026-04-03,P0101,54,0,0,0
2026-04-04,P0101,51,0,0,0
2026-04-05,P0101,49,0,0,0
2026-04-06,P0101,38,0,0,0
2026-04-07,P0101,44,0,0,0
2026-04-08,P0101,43,0,0,0
2026-04-09,P0101,52,0,0,0
2026-04-10,P0101,38,0,0,0
2026-04-11,P0101,53,0,0,0
2026-04-12,P0101,50,0,0,0
2026-04-13,P0101,50,0,0,0
2026-04-14,P0101,50,0,0,0
2026-04-15,P0101,71,0,0,0
2026-04-16,P0101,64,0,0,0
2026-04-17,P0101,47,0,0,0
2026-04-18,P0101,45,0,0,0
2026-04-19,P0101,64,0,0,0
2026-04-20,P0101,58,0,0,0
2026-04-21,P0101,45,0,0,0
2026-04-22,P0101,64,0,0,0
2026-04-23,P0101,51,0,0,0
2026-04-24,P0101,50,0,0,0
2026-04-25,P0101,53,0,0,0
2026-04-26,P0101,60,0,0,0
2026-04-27,P0101,58,0,0,0
2026-04-28,P0101,33,0,0,0
2026-03-30,P0334,519,12,0,0
2026-03-31,P0334,634,15,0,0
2026-04-01,P0334,568,10,0,0
2026-04-02,P0334,537,11,0,0
2026-04-03,P0334,645,15,0,0
2026-04-04,P0334,540,13,0,0
2026-04-05,P0334,574,15,0,0
2026-04-06,P0334,606,9,0,0
2026-04-07,P0334,508,12,0,0
2026-04-08,P0334,598,11,0,0
2026-04-09,P0334,499,10,0,0
2026-04-10,P0334,483,12,0,0
2026-04-11,P0334,431,8,0,0
2026-04-12,P0334,670,14,0,0
2026-04-13,P0334,639,12,0,0
2026-04-14,P0334,575,12,0,0
2026-04-15,P0334,538,9,0,0
2026-04-16,P0334,496,11,0,0
2026-04-17,P0334,647,8,0,0
2026-04-18,P0334,543,11,0,0
2026-04-19,P0334,621,12,0,0
2026-04-20,P0334,677,18,0,0
2026-04-21,P0334,602,14,0,0
2026-04-22,P0334,591,11,0,0
2026-04-23,P0334,589,12,0,0
2026-04-24,P0334,615,17,0,0
2026-04-25,P0334,587,16,0,0
2026-04-26,P0334,493,8,0,0
2026-04-27,P0334,712,15,0,0
2026-04-28,P0334,525,9,0,0
2026-03-30,P0475,171,7,0,0
2026-03-31,P0475,151,5,0,0
2026-04-01,P0475,167,4,0,0
2026-04-02,P0475,136,3,0,0
2026-04-03,P0475,176,4,0,0
2026-04-04,P0475,157,4,0,0
2026-04-05,P0475,148,6,0,0
2026-04-06,P0475,177,5,0,0
2026-04-07,P0475,135,3,0,0
2026-04-08,P0475,144,5,0,0
2026-04-09,P0475,114,4,0,0
2026-04-10,P0475,143,3,0,0
2026-04-11,P0475,180,5,0,0
2026-04-12,P0475,169,5,0,0
2026-04-13,P0475,144,5,0,0
2026-04-14,P0475,150,4,0,0
2026-04-15,P0475,146,2,0,0
2026-04-16,P0475,110,3,0,0
2026-04-17,P0475,162,2,0,0
2026-04-18,P0475,126,4,0,0
2026-04-19,P0475,135,4,0,0
2026-04-20,P0475,126,3,0,0
2026-04-21,P0475,209,7,0,0
2026-04-22,P0475,106,2,0,0
2026-04-23,P0475,134,3,0,0
2026-04-24,P0475,148,3,0,0
2026-04-25,P0475,161,4,0,0
2026-04-26,P0475,146,4,0,0
2026-04-27,P0475,146,4,0,0
2026-04-28,P0475,167,5,0,0
2026-03-30,P0336,809,11,0,0
2026-03-31,P0336,791,12,0,0
2026-04-01,P0336,838,10,0,0
2026-04-02,P0336,1147,13,0,0
2026-04-03,P0336,745,12,0,0
2026-04-04,P0336,612,6,0,0
2026-04-05,P0336,1141,13,0,0
2026-04-06,P0336,716,11,0,0
2026-04-07,P0336,782,11,0,0
2026-04-08,P0336,780,7,0,0
2026-04-09,P0336,750,10,0,0
2026-04-10,P0336,796,12,0,0
2026-04-11,P0336,915,13,0,0
2026-04-12,P0336,854,11,0,0
2026-04-13,P0336,694,9,0,0
2026-04-14,P0336,849,6,0,0
2026-04-15,P0336,1024,9,0,0
2026-04-16,P0336,1018,11,0,0
2026-04-17,P0336,758,10,0,0
2026-04-18,P0336,603,5,0,0
2026-04-19,P0336,765,8,0,0
2026-04-20,P0336,922,5,0,0
2026-04-21,P0336,792,10,0,0
2026-04-22,P0336,740,8,0,0
2026-04-23,P0336,796,10,0,0
2026-04-24,P0336,919,14,0,0
2026-04-25,P0336,764,8,0,0
2026-04-26,P0336,832,7,0,0
2026-04-27,P0336,782,8,0,0
2026-04-28,P0336,873,10,0,0
2026-03-30,P0440,162,1,0,0
2026-03-31,P0440,207,0,0,0
2026-04-01,P0440,231,1,0,0
2026-04-02,P0440,163,1,0,0
2026-04-03,P0440,169,1,0,0
2026-04-04,P0440,167,1,0,0
2026-04-05,P0440,152,0,0,0
2026-04-06,P0440,214,1,0,0
2026-04-07,P0440,189,1,0,0
2026-04-08,P0440,170,1,0,0
2026-04-09,P0440,189,1,0,0
2026-04-10,P0440,181,1,0,0
2026-04-11,P0440,196,1,0,0
2026-04-12,P0440,133,0,0,0
2026-04-13,P0440,162,1,0,0
2026-04-14,P0440,224,1,0,0
2026-04-15,P0440,155,1,0,0
2026-04-16,P0440,173,0,0,0
2026-04-17,P0440,190,1,0,0
2026-04-18,P0440,195,1,0,0
2026-04-19,P0440,214,1,0,0
2026-04-20,P0440,205,1,0,0
2026-04-21,P0440,160,1,0,0
2026-04-22,P0440,215,2,0,0
2026-04-23,P0440,241,2,0,0
2026-04-24,P0440,208,1,0,0
2026-04-25,P0440,243,1,0,0
2026-04-26,P0440,203,1,0,0
2026-04-27,P0440,202,1,0,0
2026-04-28,P0440,181,1,0,0
2026-03-30,P0173,918,23,3,0
2026-03-31,P0173,740,12,1,0
2026-04-01,P0173,696,11,0,0
2026-04-02,P0173,795,21,2,0
2026-04-03,P0173,804,15,2,0
2026-04-04,P0173,805,15,1,0
2026-04-05,P0173,675,11,1,0
2026-04-06,P0173,905,14,2,0
2026-04-07,P0173,732,12,1,0
2026-04-08,P0173,884,16,1,0
2026-04-09,P0173,797,18,2,0
2026-04-10,P0173,932,17,2,0
2026-04-11,P0173,671,16,2,0
2026-04-12,P0173,847,22,3,0
2026-04-13,P0173,941,22,2,0
2026-04-14,P0173,790,17,1,0
2026-04-15,P0173,665,10,1,0
2026-04-16,P0173,748,15,1,0
2026-04-17,P0173,835,18,2,0
2026-04-18,P0173,1021,20,2,0
2026-04-19,P0173,778,15,2,0
2026-04-20,P0173,657,12,1,0
2026-04-21,P0173,747,15,2,0
2026-04-22,P0173,813,14,2,0
2026-04-23,P0173,867,19,3,0
2026-04-24,P0173,796,19,2,0
2026-04-25,P0173,788,17,1,0
2026-04-26,P0173,757,8,1,0
2026-04-27,P0173,749,19,1,0
2026-04-28,P0173,467,8,1,0
2026-03-30,P0002,747,19,2,0
2026-03-31,P0002,739,16,1,0
2026-04-01,P0002,598,15,2,0
2026-04-02,P0002,567,9,1,0
2026-04-03,P0002,693,17,2,0
2026-04-04,P0002,695,15,1,0
2026-04-05,P0002,607,15,0,0
2026-04-06,P0002,782,17,2,0
2026-04-07,P0002,579,14,1,0
2026-04-08,P0002,749,19,1,0
2026-04-09,P0002,578,14,1,0
2026-04-10,P0002,712,15,2,0
2026-04-11,P0002,620,11,1,0
2026-04-12,P0002,674,14,1,0
2026-04-13,P0002,773,17,1,0
2026-04-14,P0002,626,23,3,0
2026-04-15,P0002,777,10,1,0
2026-04-16,P0002,629,9,1,0
2026-04-17,P0002,677,12,1,0
2026-04-18,P0002,675,18,2,0
2026-04-19,P0002,512,8,1,0
2026-04-20,P0002,619,14,1,0
2026-04-21,P0002,631,15,2,0
2026-04-22,P0002,648,12,1,0
2026-04-23,P0002,680,16,0,0
2026-04-24,P0002,756,16,1,0
2026-04-25,P0002,638,15,2,0
2026-04-26,P0002,571,17,2,0
2026-04-27,P0002,696,12,1,0
2026-04-28,P0002,668,9,0,0
2026-03-30,P0333,188,1,0,0
2026-03-31,P0333,258,4,0,0
2026-04-01,P0333,250,4,0,0
2026-04-02,P0333,231,3,0,0
2026-04-03,P0333,252,4,0,0
2026-04-04,P0333,266,5,0,0
2026-04-05,P0333,191,3,0,0
2026-04-06,P0333,192,3,0,0
2026-04-07,P0333,183,4,0,0
2026-04-08,P0333,220,4,0,0
2026-04-09,P0333,214,3,0,0
2026-04-10,P0333,221,3,0,0
2026-04-11,P0333,193,4,0,0
2026-04-12,P0333,229,2,0,0
2026-04-13,P0333,158,3,0,0
2026-04-14,P0333,223,4,0,0
2026-04-15,P0333,192,3,0,0
2026-04-16,P0333,251,4,0,0
2026-04-17,P0333,226,5,0,0
2026-04-18,P0333,238,3,0,0
2026-04-19,P0333,259,2,0,0
2026-04-20,P0333,200,4,0,0
2026-04-21,P0333,209,3,0,0
2026-04-22,P0333,186,4,0,0
2026-04-23,P0333,205,3,0,0
2026-04-24,P0333,199,4,0,0
2026-04-25,P0333,214,3,0,0
2026-04-26,P0333,224,2,0,0
2026-04-27,P0333,215,3,0,0
2026-04-28,P0333,233,3,0,0
2026-03-30,P0409,213,2,0,0
2026-03-31,P0409,205,2,0,0
2026-04-01,P0409,259,2,0,0
2026-04-02,P0409,293,4,0,0
2026-04-03,P0409,244,2,0,0
2026-04-04,P0409,165,2,0,0
2026-04-05,P0409,218,3,0,0
2026-04-06,P0409,253,3,0,0
2026-04-07,P0409,242,2,0,0
2026-04-08,P0409,269,3,0,0
2026-04-09,P0409,251,3,0,0
2026-04-10,P0409,160,2,0,0
2026-04-11,P0409,234,3,0,0
2026-04-12,P0409,198,3,0,0
2026-04-13,P0409,184,2,0,0
2026-04-14,P0409,308,4,0,0
2026-04-15,P0409,264,3,0,0
2026-04-16,P0409,180,3,0,0
2026-04-17,P0409,200,2,0,0
2026-04-18,P0409,241,2,0,0
2026-04-19,P0409,237,2,0,0
2026-04-20,P0409,236,3,0,0
2026-04-21,P0409,237,2,0,0
2026-04-22,P0409,265,2,0,0
2026-04-23,P0409,283,3,0,0
2026-04-24,P0409,280,4,0,0
2026-04-25,P0409,203,3,0,0
2026-04-26,P0409,232,2,0,0
2026-04-27,P0409,257,3,0,0
2026-04-28,P0409,223,3,0,0
2026-03-30,P0070,485,3,0,0
2026-03-31,P0070,469,4,0,0
2026-04-01,P0070,559,6,0,0
2026-04-02,P0070,368,4,0,0
2026-04-03,P0070,418,4,0,0
2026-04-04,P0070,488,5,0,0
2026-04-05,P0070,530,6,0,0
2026-04-06,P0070,630,6,0,0
2026-04-07,P0070,585,8,0,0
2026-04-08,P0070,479,5,0,0
2026-04-09,P0070,476,5,0,0
2026-04-10,P0070,466,4,0,0
2026-04-11,P0070,491,5,0,0
2026-04-12,P0070,411,3,0,0
2026-04-13,P0070,428,2,0,0
2026-04-14,P0070,358,5,0,0
2026-04-15,P0070,413,6,0,0
2026-04-16,P0070,398,5,0,0
2026-04-17,P0070,550,5,0,0
2026-04-18,P0070,518,5,0,0
2026-04-19,P0070,388,4,0,0
2026-04-20,P0070,534,4,0,0
2026-04-21,P0070,413,6,0,0
2026-04-22,P0070,586,4,0,0
2026-04-23,P0070,398,4,0,0
2026-04-24,P0070,535,6,0,0
2026-04-25,P0070,501,5,0,0
2026-04-26,P0070,471,4,0,0
2026-04-27,P0070,414,5,0,0
2026-04-28,P0070,486,6,0,0
2026-03-30,P0209,93,1,0,0
2026-03-31,P0209,91,1,0,0
2026-04-01,P0209,93,2,0,0
2026-04-02,P0209,88,1,0,0
2026-04-03,P0209,73,0,0,0
2026-04-04,P0209,80,1,0,0
2026-04-05,P0209,81,1,0,0
2026-04-06,P0209,63,1,0,0
2026-04-07,P0209,88,1,0,0
2026-04-08,P0209,80,1,0,0
2026-04-09,P0209,94,1,0,0
2026-04-10,P0209,83,1,0,0
2026-04-11,P0209,70,1,0,0
2026-04-12,P0209,79,1,0,0
2026-04-13,P0209,49,0,0,0
2026-04-14,P0209,70,1,0,0
2026-04-15,P0209,108,2,0,0
2026-04-16,P0209,76,1,0,0
2026-04-17,P0209,73,1,0,0
2026-04-18,P0209,44,0,0,0
2026-04-19,P0209,104,1,0,0
2026-04-20,P0209,84,1,0,0
2026-04-21,P0209,87,1,0,0
2026-04-22,P0209,90,1,0,0
2026-04-23,P0209,73,1,0,0
2026-04-24,P0209,64,1,0,0
2026-04-25,P0209,117,2,0,0
2026-04-26,P0209,108,1,0,0
2026-04-27,P0209,92,1,0,0
2026-04-28,P0209,89,2,0,0
2026-03-30,P0063,388,4,0,0
2026-03-31,P0063,282,2,0,0
2026-04-01,P0063,303,2,0,0
2026-04-02,P0063,325,2,0,0
2026-04-03,P0063,346,3,0,0
2026-04-04,P0063,350,3,0,0
2026-04-05,P0063,347,4,0,0
2026-04-06,P0063,275,3,0,0
2026-04-07,P0063,365,3,0,0
2026-04-08,P0063,353,3,0,0
2026-04-09,P0063,184,1,0,0
2026-04-10,P0063,324,4,0,0
2026-04-11,P0063,328,3,0,0
2026-04-12,P0063,418,2,0,0
2026-04-13,P0063,276,3,0,0
2026-04-14,P0063,300,3,0,0
2026-04-15,P0063,304,3,0,0
2026-04-16,P0063,263,1,0,0
2026-04-17,P0063,336,2,0,0
2026-04-18,P0063,320,4,0,0
2026-04-19,P0063,321,5,0,0
2026-04-20,P0063,369,4,0,0
2026-04-21,P0063,242,3,0,0
2026-04-22,P0063,297,3,0,0
2026-04-23,P0063,273,2,0,0
2026-04-24,P0063,296,3,0,0
2026-04-25,P0063,316,2,0,0
2026-04-26,P0063,406,4,0,0
2026-04-27,P0063,347,3,0,0
2026-04-28,P0063,329,4,0,0
2026-03-30,P0384,425,6,0,0
2026-03-31,P0384,394,4,0,0
2026-04-01,P0384,387,5,0,0
2026-04-02,P0384,422,5,0,0
2026-04-03,P0384,543,7,0,0
2026-04-04,P0384,394,4,0,0
2026-04-05,P0384,472,5,0,0
2026-04-06,P0384,505,4,0,0
2026-04-07,P0384,354,4,0,0
2026-04-08,P0384,295,3,0,0
2026-04-09,P0384,435,4,0,0
2026-04-10,P0384,421,7,0,0
2026-04-11,P0384,377,5,0,0
2026-04-12,P0384,553,5,0,0
2026-04-13,P0384,330,4,0,0
2026-04-14,P0384,322,5,0,0
2026-04-15,P0384,368,5,0,0
2026-04-16,P0384,560,8,0,0
2026-04-17,P0384,338,3,0,0
2026-04-18,P0384,483,7,0,0
2026-04-19,P0384,389,5,0,0
2026-04-20,P0384,452,5,0,0
2026-04-21,P0384,413,7,0,0
2026-04-22,P0384,353,4,0,0
2026-04-23,P0384,463,8,0,0
2026-04-24,P0384,291,4,0,0
2026-04-25,P0384,557,9,0,0
2026-04-26,P0384,391,5,0,0
2026-04-27,P0384,446,4,0,0
2026-04-28,P0384,314,4,0,0
2026-03-30,P0093,1311,19,1,0
2026-03-31,P0093,1087,17,1,0
2026-04-01,P0093,1690,26,2,0
2026-04-02,P0093,1739,25,1,0
2026-04-03,P0093,1434,12,1,0
2026-04-04,P0093,1457,17,1,0
2026-04-05,P0093,1347,24,2,0
2026-04-06,P0093,1375,20,1,0
2026-04-07,P0093,1364,11,1,0
2026-04-08,P0093,1397,10,0,0
2026-04-09,P0093,1243,18,1,0
2026-04-10,P0093,1246,16,1,0
2026-04-11,P0093,1312,18,1,0
2026-04-12,P0093,1585,9,0,0
2026-04-13,P0093,1411,20,1,0
2026-04-14,P0093,1502,20,0,0
2026-04-15,P0093,1082,15,1,0
2026-04-16,P0093,1278,19,0,0
2026-04-17,P0093,1264,14,1,0
2026-04-18,P0093,1309,19,1,0
2026-04-19,P0093,1327,16,0,0
2026-04-20,P0093,1429,12,0,0
2026-04-21,P0093,1212,16,1,0
2026-04-22,P0093,1088,18,1,0
2026-04-23,P0093,1187,13,0,0
2026-04-24,P0093,1220,19,1,0
2026-04-25,P0093,1292,7,0,0
2026-04-26,P0093,1551,12,1,0
2026-04-27,P0093,1640,21,1,0
2026-04-28,P0093,1528,16,0,0
2026-03-30,P0485,1195,21,0,0
2026-03-31,P0485,813,22,1,0
2026-04-01,P0485,1194,30,1,0
2026-04-02,P0485,1391,25,0,0
2026-04-03,P0485,1146,22,0,0
2026-04-04,P0485,1007,24,0,0
2026-04-05,P0485,1142,26,0,0
2026-04-06,P0485,1073,28,0,0
2026-04-07,P0485,1538,30,1,0
2026-04-08,P0485,1269,27,1,0
2026-04-09,P0485,1018,18,0,0
2026-04-10,P0485,1322,35,1,0
2026-04-11,P0485,937,28,1,0
2026-04-12,P0485,954,20,0,0
2026-04-13,P0485,1387,43,1,0
2026-04-14,P0485,1037,29,1,0
2026-04-15,P0485,1201,21,0,0
2026-04-16,P0485,1148,27,0,0
2026-04-17,P0485,1196,29,1,0
2026-04-18,P0485,1338,27,0,0
2026-04-19,P0485,1225,18,0,0
2026-04-20,P0485,1103,30,1,0
2026-04-21,P0485,1242,26,0,0
2026-04-22,P0485,1197,18,0,0
2026-04-23,P0485,1269,29,0,0
2026-04-24,P0485,1162,10,0,0
2026-04-25,P0485,893,19,1,0
2026-04-26,P0485,1195,18,0,0
2026-04-27,P0485,1203,32,1,0
2026-04-28,P0485,1078,25,0,0
2026-03-30,P0185,260,4,0,0
2026-03-31,P0185,227,4,0,0
2026-04-01,P0185,303,9,1,0
2026-04-02,P0185,245,4,0,0
2026-04-03,P0185,346,9,0,0
2026-04-04,P0185,236,5,0,0
2026-04-05,P0185,220,5,0,0
2026-04-06,P0185,267,4,0,0
2026-04-07,P0185,275,6,0,0
2026-04-08,P0185,265,4,0,0
2026-04-09,P0185,272,5,0,0
2026-04-10,P0185,197,4,0,0
2026-04-11,P0185,247,4,0,0
2026-04-12,P0185,241,4,0,0
2026-04-13,P0185,232,6,0,0
2026-04-14,P0185,299,3,0,0
2026-04-15,P0185,302,7,0,0
2026-04-16,P0185,277,5,0,0
2026-04-17,P0185,241,7,0,0
2026-04-18,P0185,228,5,0,0
2026-04-19,P0185,296,5,0,0
2026-04-20,P0185,304,6,1,0
2026-04-21,P0185,275,5,0,0
2026-04-22,P0185,330,9,1,0
2026-04-23,P0185,282,4,0,0
2026-04-24,P0185,283,7,0,0
2026-04-25,P0185,224,4,0,0
2026-04-26,P0185,292,5,0,0
2026-04-27,P0185,238,5,0,0
2026-04-28,P0185,267,5,0,0
2026-03-30,P0033,3520,61,0,0
2026-03-31,P0033,4770,83,0,0
2026-04-01,P0033,5201,114,1,0
2026-04-02,P0033,4798,115,1,0
2026-04-03,P0033,4058,65,0,0
2026-04-04,P0033,4041,55,0,0
2026-04-05,P0033,5601,123,1,0
2026-04-06,P0033,5491,101,1,0
2026-04-07,P0033,4902,76,0,0
2026-04-08,P0033,5085,104,1,0
2026-04-09,P0033,5041,56,0,0
2026-04-10,P0033,4580,98,1,0
2026-04-11,P0033,4926,88,1,0
2026-04-12,P0033,4774,103,1,0
2026-04-13,P0033,5110,97,1,0
2026-04-14,P0033,4694,79,0,0
2026-04-15,P0033,4510,63,0,0
2026-04-16,P0033,4911,79,0,0
2026-04-17,P0033,5245,71,0,0
2026-04-18,P0033,3240,52,0,0
2026-04-19,P0033,4222,70,1,0
2026-04-20,P0033,4765,108,1,0
2026-04-21,P0033,4569,100,1,0
2026-04-22,P0033,4521,64,0,0
2026-04-23,P0033,4557,69,0,0
2026-04-24,P0033,5405,76,0,0
2026-04-25,P0033,5612,112,1,0
2026-04-26,P0033,3928,60,0,0
2026-04-27,P0033,3457,46,0,0
2026-04-28,P0033,4865,97,0,0
2026-03-30,P0077,1094,12,0,0
2026-03-31,P0077,1188,15,0,0
2026-04-01,P0077,961,10,0,0
2026-04-02,P0077,1055,12,0,0
2026-04-03,P0077,1253,15,0,0
2026-04-04,P0077,1310,10,0,0
2026-04-05,P0077,1271,11,0,0
2026-04-06,P0077,1321,19,0,0
2026-04-07,P0077,960,11,0,0
2026-04-08,P0077,1046,10,0,0
2026-04-09,P0077,1147,8,0,0
2026-04-10,P0077,1348,11,0,0
2026-04-11,P0077,1371,14,0,0
2026-04-12,P0077,1450,11,0,0
2026-04-13,P0077,828,10,0,0
2026-04-14,P0077,1244,12,0,0
2026-04-15,P0077,980,11,0,0
2026-04-16,P0077,1212,14,0,0
2026-04-17,P0077,1229,11,0,0
2026-04-18,P0077,996,11,0,0
2026-04-19,P0077,1263,11,0,0
2026-04-20,P0077,1287,15,0,0
2026-04-21,P0077,978,8,0,0
2026-04-22,P0077,1112,10,0,0
2026-04-23,P0077,1044,12,0,0
2026-04-24,P0077,1063,6,0,0
2026-04-25,P0077,1160,9,0,0
2026-04-26,P0077,1177,13,0,0
2026-04-27,P0077,882,7,0,0
2026-04-28,P0077,1160,15,0,0
2026-03-30,P0000,1038,33,2,0
2026-03-31,P0000,920,19,1,0
2026-04-01,P0000,910,26,2,0
2026-04-02,P0000,936,27,2,0
2026-04-03,P0000,816,13,1,0
2026-04-04,P0000,961,29,3,0
2026-04-05,P0000,933,35,4,0
2026-04-06,P0000,990,22,2,0
2026-04-07,P0000,1022,25,2,0
2026-04-08,P0000,977,30,2,0
2026-04-09,P0000,1172,50,5,0
2026-04-10,P0000,833,26,3,0
2026-04-11,P0000,925,27,3,0
2026-04-12,P0000,721,23,2,0
2026-04-13,P0000,1000,26,1,0
2026-04-14,P0000,997,31,4,0
2026-04-15,P0000,864,25,2,0
2026-04-16,P0000,916,21,2,0
2026-04-17,P0000,1075,33,3,0
2026-04-18,P0000,916,22,2,0
2026-04-19,P0000,1182,43,4,0
2026-04-20,P0000,930,20,1,0
2026-04-21,P0000,975,30,3,0
2026-04-22,P0000,846,31,3,0
2026-04-23,P0000,927,26,2,0
2026-04-24,P0000,1301,38,4,0
2026-04-25,P0000,874,31,3,0
2026-04-26,P0000,1038,41,1,0
2026-04-27,P0000,550,18,1,0
2026-04-28,P0000,1006,35,3,0
2026-03-30,P0011,219,1,0,0
2026-03-31,P0011,273,1,0,0
2026-04-01,P0011,178,2,0,0
2026-04-02,P0011,261,3,0,0
2026-04-03,P0011,165,1,0,0
2026-04-04,P0011,247,2,0,0
2026-04-05,P0011,269,2,0,0
2026-04-06,P0011,211,2,0,0
2026-04-07,P0011,234,2,0,0
2026-04-08,P0011,176,2,0,0
2026-04-09,P0011,215,3,0,0
2026-04-10,P0011,199,1,0,0
2026-04-11,P0011,255,2,0,0
2026-04-12,P0011,224,3,0,0
2026-04-13,P0011,242,2,0,0
2026-04-14,P0011,224,3,0,0
2026-04-15,P0011,199,2,0,0
2026-04-16,P0011,239,2,0,0
2026-04-17,P0011,247,4,0,0
2026-04-18,P0011,233,2,0,0
2026-04-19,P0011,239,3,0,0
2026-04-20,P0011,239,2,0,0
2026-04-21,P0011,274,2,0,0
2026-04-22,P0011,282,3,0,0
2026-04-23,P0011,249,3,0,0
2026-04-24,P0011,260,3,0,0
2026-04-25,P0011,252,3,0,0
2026-04-26,P0011,208,2,0,0
2026-04-27,P0011,273,3,0,0
2026-04-28,P0011,204,2,0,0
2026-03-30,P0415,1004,9,1,0
2026-03-31,P0415,699,6,1,0
2026-04-01,P0415,726,6,1,0
2026-04-02,P0415,731,7,2,0
2026-04-03,P0415,750,6,1,0
2026-04-04,P0415,707,4,0,0
2026-04-05,P0415,731,8,1,0
2026-04-06,P0415,657,7,1,0
2026-04-07,P0415,689,7,1,0
2026-04-08,P0415,989,9,1,0
2026-04-09,P0415,685,4,1,0
2026-04-10,P0415,703,5,0,0
2026-04-11,P0415,675,4,1,0
